cycle_id,domain,battery_energy_consumption,battery_energy_used,regenerative_energy,battery_efficiency,peak_c_rate,average_c_rate,power_demand,peak_power,energy_recovery_ratio,energy_loss_ratio,average_velocity,maximum_velocity,mean_acceleration,acceleration_std_deviation,positive_acceleration_ratio,idle_ratio,cruise_ratio,kinetic_fluctuation_index,acceleration_variance_index,acceleration_smoothness,final_soc,soc_variance,soh_proxy,average_temperature,maximum_temperature,degradation_rate,coulombic_efficiency,heat_generation_rate,eco_driving_index,battery_system_index,energy_per_distance,power_per_velocity,regeneration_efficiency,trip_efficiency_ratio,eco_score,efficiency_weighted_eco_score,propulsion_efficiency,system_efficiency,distance_km,validation_score,validation_attempts,is_validated
urban_025,urban,305.4002147544657,923.9257732078654,72.59193923974429,90.27987914133482,1.5466204878816106,1.1555872648977628,12753.267205659096,31582.749048360725,0.07856893137505447,0.09720120858665182,18.151770599454473,34.930855644029194,-0.014048817635634947,1.6645116973765166,0.4666666666666667,0.023333333333333334,0.055,0.15819172643621368,110.60747346921298,0.37530328764726456,84.08548652508105,3.990369357443181,0.38527568766921216,37.444294508887324,45.73519656700199,0.9786900777045231,98.55928278418213,184.6083925926422,0.19400293836959362,0.7450479820169849,305.4002147544657,702.5521055194934,0.07856893137505447,0.8554641258222464,0.16161817887136373,0.24598050372621522,0.8741292380989868,0.7891628196948361,3.0252950999090786,0.7481165139854719,1,True
urban_026,urban,241.22932737742536,676.7859740650401,52.89678995273464,93.65082775786826,1.6382727907239572,0.6594134758623217,15990.4547428437,45177.486120431815,0.07815869982694316,0.0634917224213174,16.83342522460745,33.34114112103628,0.01188420534258496,2.1180673313293967,0.46,0.013333333333333334,0.04666666666666667,0.19728018156077265,164.39254692167523,0.3207114836656357,60.917936482430974,4.14898549032471,0.4311161144777832,38.714836381162,48.497553700482,1.0614329112268273,97.30343956470621,200.25322431688915,0.16130744834034202,0.7148065506651365,241.22932737742536,949.8663916050967,0.07815869982694316,0.7784818113859745,0.11891214814913459,0.21430859902250807,0.9572067647506015,0.896432058543249,2.8055708707679083,0.7191974173135637,1,True
urban_027,urban,193.10559902583424,538.5537902389863,28.40091778982802,94.85910335010492,1.989334217443755,1.1779018718058918,18297.16933436415,39765.31440628816,0.05273542878938089,0.05140896649895088,16.73344925126496,33.792934792750515,0.015119518821920232,1.9806424322260705,0.45666666666666667,0.015,0.04833333333333333,0.18400063016815707,122.87230494328907,0.3354981426783076,92.7091968269977,6.862299794038153,0.40902755748541475,29.809755873559624,36.839770167677834,0.9335956685866831,99.16544321371873,148.98553518726428,0.16529216195431642,0.6484850796828405,193.10559902583424,1093.3834188167896,0.05273542878938089,0.9464307968200061,0.17486294292222448,0.2346147816899028,0.8591699835808965,0.8150009426780821,2.7889082085441603,0.7244277906238462,1,True
urban_028,urban,277.2745285745508,811.0345439047328,86.39374945579941,91.84383384469803,1.9872864299635369,0.8807862312149188,19529.367147702702,45080.13838561481,0.10652276599353029,0.0815616615530197,17.550141689700933,34.837924698754605,-0.01488857688897761,2.007275104676287,0.455,0.011666666666666667,0.07166666666666667,0.18198346888224248,126.33448034410148,0.3325269438918337,74.31854248032809,1.5094788051659618,0.3252681854327417,40.55254606973013,45.73299102443997,1.1108457494778605,98.31016160016202,193.41068372147058,0.1666903155614005,0.6941498272206249,277.2745285745508,1112.7120669969063,0.10652276599353029,0.7794353164785159,0.12254591243188855,0.2123575129032581,0.8917511519945885,0.8190184463460904,2.9250236149501556,0.7281534458461734,1,True
urban_029,urban,197.02793447794988,577.0219615771325,65.667149402787,86.28402954037136,1.6163740239793405,0.43909430778637915,16740.989607456937,36197.80891843199,0.11380335580286793,0.13715970459628635,17.57178127373738,35.24872203841271,-0.008353614037879856,1.8063626134238933,0.48333333333333334,0.03166666666666667,0.06166666666666667,0.1671490701813281,193.11921639150015,0.35633313928022775,39.789528800080966,6.016828468798213,0.479697260726182,39.22879594636225,53.12144397943755,1.147341086782553,98.96680838965077,222.93470037677457,0.17710784379317898,0.7287191333677658,197.02793447794988,952.6659068178603,0.11380335580286793,0.9487850149493214,0.22509753319761933,0.2808023465921248,0.846323723361938,0.7302422114727853,2.9286302122895633,0.7467348503705263,1,True
urban_030,urban,253.20155888596105,736.7608427342259,52.657210588693616,93.51717386037082,2.2586552120437275,1.049331754678478,12272.428602094045,27776.608019418214,0.07147114241594729,0.06482826139629183,17.458680254003983,34.61353668478596,0.01629401018676691,1.8752599220492328,0.48,0.016666666666666666,0.056666666666666664,0.18114717301915917,108.43407062892507,0.3477946436533946,92.51831506512721,2.3005645409069295,0.2950673987052934,30.218216577663313,36.05941620217417,0.9987848876566017,98.44966446219324,150.4701852517454,0.17443520420178674,0.6353264761942272,253.20155888596105,702.9011083567605,0.07147114241594729,0.7982912537481589,0.15648818915046686,0.22095820872912555,0.8747747533499304,0.8180646269768844,2.9097800423339972,0.7402702348519146,1,True
urban_031,urban,277.9357457721135,747.9396427310143,83.7602317518655,87.73244582025328,2.8716015900336327,0.7591229123819365,10019.254694508261,25317.311554285494,0.11198780620615188,0.1226755417974672,16.146314119903142,34.02327812104507,0.013008925833825954,2.2366074448840463,0.4716666666666667,0.02,0.058333333333333334,0.2103211316599698,159.65588449926216,0.30896548840998717,36.7357932695421,6.735583891105498,0.1477439362211599,40.79607915986263,49.671071329745466,1.454901903604999,98.9366702743143,230.7873884494,0.14603775500005617,0.593452525198761,277.9357457721135,620.4904803430157,0.11198780620615188,0.7761156119049077,0.07782304355595118,0.1653843311733229,0.8897305514147162,0.7805823739661567,2.69105235331719,0.7180676246352996,1,True
urban_032,urban,229.810666806313,640.2147818935852,93.66230757446114,87.87734103605014,1.5168833633394823,1.0761670155001,22729.060900148517,67728.48073155043,0.14629802985711063,0.12122658963949862,16.71501477605037,33.715679407721424,0.004320571166383067,2.008333863998127,0.45666666666666667,0.008333333333333333,0.05,0.19606866569982315,377.46583988714804,0.33240991366263545,90.60641703356114,5.613276416737917,0.4668126605257905,28.087710350941812,33.60909140636708,0.7272468371291863,97.12297863553256,123.38312429862503,0.16456047421987413,0.7677168219682343,229.810666806313,1359.717684188294,0.14629802985711063,0.8613451790907078,0.16986463605277302,0.2554621460253107,0.9082540897911298,0.7981495439596241,2.7858357960083953,0.7216809065852029,1,True
urban_033,urban,225.78674166857746,647.5815946024323,41.103164936761175,86.50279658207003,1.794744607581141,0.40543893408882403,6997.7120234276845,17202.611314324684,0.06347169500748467,0.1349720341792997,17.208670176559504,35.180623690633844,0.008153954962854435,2.0087263776993,0.4716666666666667,0.015,0.051666666666666666,0.1850817028278719,219.43808832908312,0.3323665479892112,83.12028448408574,3.6804180784638945,0.41526433681519426,40.41961039477476,54.31980163597788,1.2248194149938998,98.14835853685494,232.49390033151224,0.16213832891551186,0.6834132712001788,225.78674166857746,406.61511531806946,0.06347169500748467,0.8097230379296667,0.14795617671095226,0.2254563602666071,0.8485072555525449,0.7339825052547231,2.868111696093251,0.7424398869469974,1,True
urban_034,urban,260.8591023202016,760.6388441739341,47.46328612667654,88.90057817688178,1.0042950173986116,0.7655093345495367,7624.521858132153,12467.78521655979,0.06239915840619993,0.11099421823118216,17.49539511732871,33.67885555067743,-0.005003241285863931,2.1172421868198894,0.47333333333333333,0.0033333333333333335,0.07166666666666667,0.19318224504769296,352.6831733059677,0.3207963770759076,57.03047648206726,5.2940432245239535,0.5382818942000761,33.30837970110376,38.476885363767124,0.670826212494926,98.65034897388914,137.47032716680786,0.166379337825816,0.8140616807182134,260.8591023202016,435.776730406637,0.06239915840619993,0.8548988554566674,0.09962698341773091,0.2225885261942812,0.8298992249343925,0.7377852092521355,2.915899186221451,0.6375119489353344,1,True
urban_035,urban,302.07346168496025,847.416012386679,79.14218939769083,94.79599352677319,1.6958611024707069,0.3716775481910236,23090.153124778062,55579.54690467108,0.09339225934914086,0.052040064732268076,16.831985325552427,34.40065225544458,0.01627818108273132,2.0006858132533125,0.47,0.04,0.04833333333333333,0.20088537806114654,115.79261750259684,0.3332571492767549,77.3808595145465,3.3518029524701607,0.3587543178208983,39.354142348368285,47.54447811344906,1.0596478930101931,98.24826297678986,196.63961261665943,0.1621804643614705,0.7283656463439312,302.07346168496025,1371.7206234194994,0.09339225934914086,0.8408299420973362,0.10132541889035956,0.206468380603002,0.9266597421143379,0.8784363091499209,2.805330887592071,0.6577561567068628,2,True
urban_036,urban,244.28519148748035,697.8598922124967,51.12047004635574,86.06415264263929,2.7930205493616307,1.1648932964455567,16411.187832034655,32817.955982404725,0.07325309473107673,0.1393584735736071,17.14045508767392,35.63532351019868,-0.01691677536665457,1.9592622456284308,0.44,0.018333333333333333,0.055,0.18260164649573912,109.35350840391014,0.3379220619859729,67.33106293658706,7.2151380060099335,0.19711069864019348,32.93070229654147,46.101279531733994,1.3599317554431691,98.89219645398256,211.36680864590258,0.1616153442444825,0.5788655633944203,244.28519148748035,957.3975924503407,0.07325309473107673,0.9122714992593003,0.1469095856780266,0.20391886408570004,0.8699158088477554,0.7486856695891824,2.85674251461232,0.7396202497441086,1,True
urban_037,urban,241.00141788876942,652.3772639775884,74.49221803740508,89.13721063876615,1.0790693876466344,0.31729040597727654,18286.66395683264,44180.90336707788,0.11418562228487147,0.10862789361233849,16.241662053922436,34.67043255657607,0.007159125516902027,2.198241006895324,0.46,0.03166666666666667,0.05333333333333334,0.2129043984636933,269.42115332599803,0.3126718711454284,48.186135322968425,2.3559433658329443,0.5431847045819037,36.407530364521534,46.99330557863176,0.8635869278666255,98.35680837643464,181.5479156460915,0.14614668173759413,0.8257898939801684,241.00141788876942,1125.8415582448565,0.11418562228487147,0.8380846345686096,0.11385642188981951,0.23347183192992538,0.8751198299319509,0.7800574061480552,2.7069436756537395,0.683642438933276,1,True
